Token,POS,IsNumeric,Label,DocID,PrevToken,NextToken
and,DT,False,O,919,,
with,IN,False,I-MERGER,771,merger,Tesla
to,IN,False,I-ACQUISITION,897,plans,acquire
and,DT,False,O,546,,
price,IN,False,I-STOCK,78,stock,increased
by,DT,False,O,150,,
acquire,IN,False,I-ACQUISITION,208,to,Apple
expectations,IN,False,I-EARNINGS,701,earnings,with
Oracle,NNP,False,I-ACQUISITION,74,acquired,
of,IN,False,I-EARNINGS,22,revenue,$5.2 billion
earnings,IN,False,I-EARNINGS,566,missed,estimates
with,DT,False,O,742,,
shares,IN,False,I-STOCK,987,Goldman Sachs,dropped
with,DT,False,O,910,,
approved,IN,False,I-MERGER,299,Intel,the
with,DT,False,O,347,,
by,DT,False,O,26,,
merger,IN,False,I-MERGER,771,a,with
for,DT,False,O,222,,
the,IN,False,I-ACQUISITION,856,completed,acquisition
its,IN,False,I-EARNINGS,17,released,Q4
at,DT,False,O,223,,
Netflix,NNP,False,I-MERGER,750,with,
with,IN,False,I-EARNINGS,303,expectations,$5.2 billion
Adobe,NNP,False,I-ACQUISITION,981,purchased,
between,IN,False,I-MERGER,634,merger,Netflix
merger,IN,False,I-MERGER,543,its,with
its,IN,False,I-MERGER,161,completed,merger
by,IN,False,I-STOCK,182,increased,$5.2 billion
$15.7 billion,CD,True,I-EARNINGS,663,showing,
on,DT,False,O,645,,
shares,IN,False,I-STOCK,668,Citigroup,dropped
the,DT,False,O,797,,
on,DT,False,O,902,,
purchased,IN,False,I-ACQUISITION,786,successfully,Bank of America
on,DT,False,O,226,,
completed,IN,False,I-ACQUISITION,260,Oracle,the
annual,IN,False,I-EARNINGS,984,announced,revenue
Apple,NNP,False,B-MERGER,436,,is
$450 million,CD,True,I-STOCK,292,by,
with,DT,False,O,769,,
fell,IN,False,I-STOCK,375,price,$450 million
or,DT,False,O,835,,
on,DT,False,O,463,,
plans,IN,False,I-ACQUISITION,169,announced,to
merger,IN,False,I-MERGER,185,a,with
with,DT,False,O,319,,
a,IN,False,I-MERGER,427,announced,merger
and,DT,False,O,119,,
the,DT,False,O,793,,
by,DT,False,O,63,,
the,DT,False,O,599,,
the,IN,False,I-MERGER,240,approved,merger
with,IN,False,I-MERGER,680,merger,Google
Goldman Sachs,NNP,False,I-ACQUISITION,830,of,
ongoing,IN,False,I-MERGER,673,confirmed,merger
Goldman Sachs,NNP,False,I-MERGER,932,between,
at,DT,False,O,204,,
quarterly,IN,False,I-EARNINGS,62,reported,earnings
stock,IN,False,I-STOCK,758,Bank of America,price
negotiations,IN,False,I-MERGER,388,merger,with
$450 million,CD,True,I-EARNINGS,900,of,
price,IN,False,I-STOCK,612,stock,fell
merger,IN,False,I-MERGER,986,in,talks
by,IN,False,I-STOCK,305,increased,$980 million
is,IN,False,I-MERGER,175,PayPal,in
Q4,IN,False,I-EARNINGS,930,its,earnings
with,DT,False,O,414,,
with,DT,False,O,71,,
Amazon,NNP,False,B-ACQUISITION,940,,successfully
Netflix,NNP,False,I-MERGER,470,with,
on,DT,False,O,639,,
of,IN,False,I-ACQUISITION,43,acquisition,Amazon
on,DT,False,O,991,,
by,IN,False,I-STOCK,622,increased,$450 million
on,DT,False,O,220,,
successfully,IN,False,I-ACQUISITION,920,Intel,purchased
price,IN,False,I-STOCK,351,stock,increased
between,IN,False,I-MERGER,393,merger,IBM
Google,NNP,False,B-ACQUISITION,962,,acquired
shares,IN,False,I-STOCK,923,Tesla,declined
for,DT,False,O,491,,
at,DT,False,O,1000,,
at,DT,False,O,548,,
merger,IN,False,I-MERGER,862,a,with
at,DT,False,O,98,,
and,DT,False,O,451,,
by,IN,False,I-EARNINGS,472,estimates,$3.1 billion
$3.1 billion,CD,True,I-STOCK,327,surged,
merger,IN,False,I-MERGER,258,ongoing,negotiations
of,IN,False,I-EARNINGS,874,revenue,$750 million
Microsoft,NNP,False,B-ACQUISITION,293,,acquired
Facebook,NNP,False,I-ACQUISITION,944,of,
revenue,IN,False,I-EARNINGS,63,annual,of
merger,IN,False,I-MERGER,394,its,with
in,DT,False,O,416,,
on,DT,False,O,276,,
of,IN,False,I-EARNINGS,510,revenue,$15.7 billion
the,DT,False,O,140,,
and,DT,False,O,697,,
by,IN,False,I-STOCK,870,declined,$15.7 billion
on,DT,False,O,495,,
and,DT,False,O,82,,
stock,IN,False,I-STOCK,276,JPMorgan,price
$980 million,CD,True,I-STOCK,308,surged,
Facebook,NNP,False,B-MERGER,996,,announced
surged,IN,False,I-STOCK,829,stock,$980 million
or,DT,False,O,436,,
talks,IN,False,I-ACQUISITION,906,in,to
to,IN,False,I-ACQUISITION,813,talks,acquire
the,IN,False,I-ACQUISITION,939,completed,acquisition
in,DT,False,O,713,,
stock,IN,False,I-STOCK,644,Oracle,price
surged,IN,False,I-STOCK,652,stock,$15.7 billion
acquired,VBD,False,I-ACQUISITION,10,Google,Microsoft
or,DT,False,O,403,,
in,DT,False,O,689,,
the,IN,False,I-MERGER,189,approved,merger
on,DT,False,O,662,,
Salesforce,NNP,False,B-ACQUISITION,183,,acquired
Visa,NNP,False,B-MERGER,289,,completed
with,DT,False,O,55,,
Goldman Sachs,NNP,False,B-EARNINGS,252,,missed
Apple,NNP,False,B-STOCK,946,,shares
at,DT,False,O,699,,
and,DT,False,O,948,,
and,DT,False,O,861,,
or,DT,False,O,722,,
the,IN,False,I-ACQUISITION,43,completed,acquisition
and,DT,False,O,951,,
with,IN,False,I-MERGER,960,talks,PayPal
on,DT,False,O,837,,
Apple,NNP,False,I-MERGER,358,with,
confirmed,IN,False,I-MERGER,573,JPMorgan,ongoing
revenue,IN,False,I-EARNINGS,160,annual,of
Salesforce,NNP,False,I-ACQUISITION,840,of,
and,DT,False,O,656,,
released,IN,False,I-EARNINGS,120,Microsoft,its
at,DT,False,O,157,,
revenue,IN,False,I-EARNINGS,644,annual,of
on,DT,False,O,327,,
Apple,NNP,False,B-EARNINGS,959,,reported
for,DT,False,O,480,,
surged,IN,False,I-STOCK,503,stock,$750 million
Visa,NNP,False,I-ACQUISITION,218,of,
by,DT,False,O,882,,
with,DT,False,O,832,,
Adobe,NNP,False,B-ACQUISITION,646,,completed
declined,IN,False,I-STOCK,803,shares,by
earnings,IN,False,I-EARNINGS,61,beat,expectations
at,DT,False,O,558,,
shares,IN,False,I-STOCK,144,PayPal,dropped
in,DT,False,O,723,,
by,DT,False,O,686,,
by,DT,False,O,583,,
in,DT,False,O,907,,
merger,IN,False,I-MERGER,440,in,talks
Apple,NNP,False,B-STOCK,879,,stock
the,IN,False,I-ACQUISITION,342,completed,acquisition
annual,IN,False,I-EARNINGS,956,announced,revenue
released,IN,False,I-EARNINGS,194,JPMorgan,its
estimates,IN,False,I-EARNINGS,530,earnings,by
fell,IN,False,I-STOCK,830,price,$15.7 billion
by,DT,False,O,609,,
Google,NNP,False,I-MERGER,565,with,
for,DT,False,O,283,,
approved,IN,False,I-MERGER,130,Microsoft,the
and,DT,False,O,978,,
quarterly,IN,False,I-EARNINGS,316,reported,earnings
in,DT,False,O,68,,
of,IN,False,I-EARNINGS,32,revenue,$2.4 billion
and,DT,False,O,373,,
Bank of America,NNP,False,I-ACQUISITION,663,of,
talks,IN,False,I-ACQUISITION,982,in,to
confirmed,IN,False,I-MERGER,600,Tesla,ongoing
or,DT,False,O,607,,
Intel,NNP,False,I-ACQUISITION,279,acquire,
or,DT,False,O,209,,
with,IN,False,I-MERGER,41,merger,Facebook
Salesforce,NNP,False,B-ACQUISITION,222,,acquired
the,DT,False,O,806,,
Intel,NNP,False,B-ACQUISITION,514,,acquired
its,IN,False,I-MERGER,978,completed,merger
$450 million,CD,True,I-STOCK,697,by,
of,IN,False,I-EARNINGS,88,earnings,$3.1 billion
Apple,NNP,False,B-EARNINGS,476,,announced
acquired,VBD,False,I-ACQUISITION,729,Salesforce,Apple
of,IN,False,I-EARNINGS,498,revenue,$450 million
for,DT,False,O,886,,
on,DT,False,O,525,,
Morgan Stanley,NNP,False,B-EARNINGS,283,,missed
acquired,VBD,False,I-ACQUISITION,665,Visa,Tesla
acquire,IN,False,I-ACQUISITION,333,to,JPMorgan
or,DT,False,O,705,,
or,DT,False,O,388,,
Tesla,NNP,False,B-STOCK,335,,shares
Salesforce,NNP,False,I-MERGER,251,with,
earnings,IN,False,I-EARNINGS,710,quarterly,of
Facebook,NNP,False,B-EARNINGS,364,,missed
Visa,NNP,False,B-ACQUISITION,74,,announced
with,IN,False,I-MERGER,510,talks,Oracle
$1.3 billion,CD,True,I-EARNINGS,891,of,
Amazon,NNP,False,I-ACQUISITION,670,acquire,
Tesla,NNP,False,B-EARNINGS,788,,reported
Salesforce,NNP,False,B-ACQUISITION,737,,is
the,DT,False,O,52,,
to,IN,False,I-ACQUISITION,460,plans,acquire
Tesla,NNP,False,B-ACQUISITION,921,,acquired
earnings,IN,False,I-EARNINGS,788,quarterly,of
Apple,NNP,False,B-ACQUISITION,535,,announced
for,DT,False,O,279,,
increased,IN,False,I-STOCK,977,price,by
the,DT,False,O,173,,
acquire,IN,False,I-ACQUISITION,906,to,Salesforce
IBM,NNP,False,B-ACQUISITION,54,,acquired
merger,IN,False,I-MERGER,44,its,with
on,DT,False,O,612,,
of,IN,False,I-ACQUISITION,708,acquisition,Morgan Stanley
successfully,IN,False,I-ACQUISITION,327,Visa,purchased
by,DT,False,O,187,,
for,DT,False,O,520,,
Salesforce,NNP,False,B-STOCK,50,,shares
and,DT,False,O,118,,
Goldman Sachs,NNP,False,I-MERGER,287,between,
$750 million,CD,True,I-EARNINGS,376,showing,
for,DT,False,O,59,,
$3.1 billion,CD,True,I-EARNINGS,108,by,
on,DT,False,O,553,,
$750 million,CD,True,I-STOCK,116,fell,
by,DT,False,O,688,,
Q4,IN,False,I-EARNINGS,453,its,earnings
in,IN,False,I-ACQUISITION,1000,is,talks
between,IN,False,I-MERGER,287,merger,Goldman Sachs
stock,IN,False,I-STOCK,334,Citigroup,price
completed,IN,False,I-ACQUISITION,921,Netflix,the
at,DT,False,O,653,,
by,IN,False,I-EARNINGS,498,estimates,$980 million
completed,IN,False,I-MERGER,37,Oracle,its
with,DT,False,O,706,,
Salesforce,NNP,False,I-ACQUISITION,897,acquired,
earnings,IN,False,I-EARNINGS,377,Q4,showing
purchased,IN,False,I-ACQUISITION,590,successfully,Google
successfully,IN,False,I-ACQUISITION,736,Intel,purchased
Apple,NNP,False,I-ACQUISITION,785,acquire,
Goldman Sachs,NNP,False,B-MERGER,778,,announced
earnings,IN,False,I-EARNINGS,25,beat,expectations
Goldman Sachs,NNP,False,B-EARNINGS,965,,reported
for,DT,False,O,370,,
Tesla,NNP,False,I-MERGER,231,with,
with,IN,False,I-MERGER,935,negotiations,Apple
for,DT,False,O,702,,
Morgan Stanley,NNP,False,B-MERGER,299,,completed
Salesforce,NNP,False,B-ACQUISITION,859,,is
is,IN,False,I-ACQUISITION,796,JPMorgan,in
Apple,NNP,False,B-EARNINGS,836,,missed
dropped,IN,False,I-STOCK,376,shares,$3.1 billion
dropped,IN,False,I-STOCK,575,shares,$3.1 billion
acquire,IN,False,I-ACQUISITION,146,to,IBM
by,IN,False,I-STOCK,150,declined,$3.1 billion
increased,IN,False,I-STOCK,645,price,by
with,IN,False,I-MERGER,657,talks,Oracle
$5.2 billion,CD,True,I-STOCK,732,by,
earnings,IN,False,I-EARNINGS,891,quarterly,of
the,IN,False,I-ACQUISITION,822,completed,acquisition
Microsoft,NNP,False,B-EARNINGS,948,,missed
at,DT,False,O,261,,
Bank of America,NNP,False,I-MERGER,913,with,
at,DT,False,O,185,,
completed,IN,False,I-ACQUISITION,302,Oracle,the
between,IN,False,I-MERGER,265,merger,Adobe
for,DT,False,O,409,,
or,DT,False,O,719,,
IBM,NNP,False,B-EARNINGS,55,,reported
by,DT,False,O,161,,
or,DT,False,O,785,,
stock,IN,False,I-STOCK,339,Microsoft,surged
Apple,NNP,False,B-ACQUISITION,708,,acquired
with,DT,False,O,526,,
by,IN,False,I-EARNINGS,89,estimates,$5.2 billion
at,DT,False,O,397,,
announced,VBD,False,I-MERGER,721,JPMorgan,a
the,DT,False,O,902,,
at,DT,False,O,11,,
for,DT,False,O,735,,
talks,IN,False,I-ACQUISITION,420,in,to
acquire,IN,False,I-ACQUISITION,839,to,Netflix
showing,IN,False,I-EARNINGS,609,earnings,$5.2 billion
at,DT,False,O,778,,
Intel,NNP,False,B-MERGER,156,,confirmed
the,DT,False,O,110,,
the,DT,False,O,417,,
shares,IN,False,I-STOCK,150,Tesla,declined
or,DT,False,O,155,,
its,IN,False,I-EARNINGS,397,released,Q4
Salesforce,NNP,False,I-MERGER,509,with,
Google,NNP,False,B-STOCK,479,,stock
at,DT,False,O,196,,
Salesforce,NNP,False,B-STOCK,803,,shares
by,DT,False,O,485,,
merger,IN,False,I-MERGER,393,its,with
acquired,VBD,False,I-ACQUISITION,106,Tesla,Citigroup
with,IN,False,I-MERGER,286,talks,Facebook
quarterly,IN,False,I-EARNINGS,118,reported,earnings
Visa,NNP,False,I-MERGER,171,with,
or,DT,False,O,226,,
for,DT,False,O,290,,
to,IN,False,I-ACQUISITION,62,plans,acquire
and,DT,False,O,563,,
expectations,IN,False,I-EARNINGS,549,earnings,with
stock,IN,False,I-STOCK,906,Goldman Sachs,surged
Q4,IN,False,I-EARNINGS,164,its,earnings
with,DT,False,O,450,,
for,DT,False,O,879,,
Netflix,NNP,False,I-ACQUISITION,514,acquired,
or,DT,False,O,53,,
price,IN,False,I-STOCK,224,stock,increased
stock,IN,False,I-STOCK,490,Intel,price
Citigroup,NNP,False,I-ACQUISITION,571,acquired,
in,DT,False,O,159,,
the,IN,False,I-ACQUISITION,377,completed,acquisition
or,DT,False,O,66,,
increased,IN,False,I-STOCK,99,price,by
$2.4 billion,CD,True,I-EARNINGS,981,showing,
Morgan Stanley,NNP,False,I-MERGER,669,with,
its,IN,False,I-EARNINGS,168,released,Q4
quarterly,IN,False,I-EARNINGS,587,reported,earnings
at,DT,False,O,658,,
or,DT,False,O,928,,
on,DT,False,O,16,,
merger,IN,False,I-MERGER,932,the,between
the,IN,False,I-MERGER,307,approved,merger
merger,IN,False,I-MERGER,969,in,talks
talks,IN,False,I-MERGER,175,merger,with
at,DT,False,O,120,,
on,DT,False,O,757,,
revenue,IN,False,I-EARNINGS,797,annual,of
quarterly,IN,False,I-EARNINGS,523,reported,earnings
earnings,IN,False,I-EARNINGS,629,Q4,showing
for,DT,False,O,285,,
$1.3 billion,CD,True,I-STOCK,656,by,
in,DT,False,O,528,,
with,DT,False,O,418,,
shares,IN,False,I-STOCK,550,Visa,dropped
stock,IN,False,I-STOCK,672,Amazon,price
with,IN,False,I-MERGER,663,merger,Google
by,DT,False,O,746,,
by,DT,False,O,586,,
with,IN,False,I-MERGER,656,merger,Bank of America
Intel,NNP,False,B-EARNINGS,213,,reported
earnings,IN,False,I-EARNINGS,962,quarterly,of
declined,IN,False,I-STOCK,57,shares,by
with,DT,False,O,805,,
Apple,NNP,False,B-STOCK,744,,shares
for,DT,False,O,925,,
to,IN,False,I-ACQUISITION,673,talks,acquire
$15.7 billion,CD,True,I-EARNINGS,802,of,
for,DT,False,O,638,,
with,DT,False,O,63,,
merger,IN,False,I-MERGER,430,a,with
negotiations,IN,False,I-MERGER,771,merger,with
shares,IN,False,I-STOCK,684,Oracle,declined
approved,IN,False,I-MERGER,737,Intel,the
acquire,IN,False,I-ACQUISITION,916,to,Microsoft
surged,IN,False,I-STOCK,879,stock,$1.3 billion
at,DT,False,O,561,,
with,IN,False,I-MERGER,298,merger,Tesla
fell,IN,False,I-STOCK,697,price,$15.7 billion
Morgan Stanley,NNP,False,B-EARNINGS,507,,announced
Citigroup,NNP,False,I-ACQUISITION,106,acquired,
expectations,IN,False,I-EARNINGS,261,earnings,with
Intel,NNP,False,B-STOCK,914,,shares
by,DT,False,O,587,,
earnings,IN,False,I-EARNINGS,484,beat,expectations
Google,NNP,False,B-STOCK,462,,stock
on,DT,False,O,760,,
talks,IN,False,I-MERGER,1000,merger,with
ongoing,IN,False,I-MERGER,977,confirmed,merger
its,IN,False,I-EARNINGS,981,released,Q4
acquire,IN,False,I-ACQUISITION,222,to,Intel
for,DT,False,O,941,,
by,DT,False,O,50,,
the,DT,False,O,32,,
price,IN,False,I-STOCK,719,stock,fell
of,IN,False,I-EARNINGS,76,revenue,$450 million
revenue,IN,False,I-EARNINGS,503,annual,of
ongoing,IN,False,I-MERGER,544,confirmed,merger
earnings,IN,False,I-EARNINGS,120,missed,estimates
at,DT,False,O,963,,
$450 million,CD,True,I-EARNINGS,633,with,
is,IN,False,I-ACQUISITION,387,Visa,in
Bank of America,NNP,False,B-STOCK,516,,shares
and,DT,False,O,10,,
expectations,IN,False,I-EARNINGS,723,earnings,with
Visa,NNP,False,B-MERGER,420,,announced
ongoing,IN,False,I-MERGER,821,confirmed,merger
$5.2 billion,CD,True,I-EARNINGS,678,showing,
completed,IN,False,I-ACQUISITION,240,JPMorgan,the
for,DT,False,O,745,,
or,DT,False,O,673,,
to,IN,False,I-ACQUISITION,890,talks,acquire
PayPal,NNP,False,B-EARNINGS,982,,announced
dropped,IN,False,I-STOCK,397,shares,$450 million
Salesforce,NNP,False,I-MERGER,568,between,
by,IN,False,I-EARNINGS,418,estimates,$5.2 billion
Adobe,NNP,False,B-MERGER,252,,confirmed
completed,IN,False,I-ACQUISITION,664,Apple,the
at,DT,False,O,262,,
by,IN,False,I-EARNINGS,763,estimates,$980 million
Q4,IN,False,I-EARNINGS,780,its,earnings
earnings,IN,False,I-EARNINGS,441,beat,expectations
missed,IN,False,I-EARNINGS,383,Amazon,earnings
in,IN,False,I-MERGER,37,is,merger
$1.3 billion,CD,True,I-STOCK,795,by,
$980 million,CD,True,I-EARNINGS,406,of,
Goldman Sachs,NNP,False,B-EARNINGS,587,,reported
by,IN,False,I-EARNINGS,473,estimates,$450 million
in,DT,False,O,984,,
merger,IN,False,I-MERGER,868,in,talks
$2.4 billion,CD,True,I-STOCK,316,by,
stock,IN,False,I-STOCK,302,Adobe,price
at,DT,False,O,77,,
Google,NNP,False,I-ACQUISITION,237,acquired,
for,DT,False,O,614,,
the,DT,False,O,841,,
Google,NNP,False,I-MERGER,433,with,
Intel,NNP,False,I-ACQUISITION,549,purchased,
in,IN,False,I-ACQUISITION,824,is,talks
with,IN,False,I-MERGER,995,talks,Facebook
or,DT,False,O,905,,
its,IN,False,I-EARNINGS,582,released,Q4
on,DT,False,O,57,,
Salesforce,NNP,False,I-MERGER,283,with,
Oracle,NNP,False,B-MERGER,460,,confirmed
stock,IN,False,I-STOCK,440,Netflix,price
and,DT,False,O,406,,
Salesforce,NNP,False,B-MERGER,937,,is
the,IN,False,I-MERGER,877,approved,merger
ongoing,IN,False,I-MERGER,498,confirmed,merger
and,DT,False,O,472,,
acquire,IN,False,I-ACQUISITION,271,to,Bank of America
the,DT,False,O,50,,
the,DT,False,O,257,,
the,DT,False,O,706,,
$750 million,CD,True,I-EARNINGS,812,showing,
for,DT,False,O,194,,
a,IN,False,I-MERGER,772,announced,merger
confirmed,IN,False,I-MERGER,536,Adobe,ongoing
Oracle,NNP,False,B-STOCK,973,,shares
stock,IN,False,I-STOCK,386,Salesforce,price
earnings,IN,False,I-EARNINGS,358,missed,estimates
at,DT,False,O,644,,
stock,IN,False,I-STOCK,241,Goldman Sachs,surged
for,DT,False,O,806,,
Facebook,NNP,False,B-ACQUISITION,213,,successfully
the,IN,False,I-MERGER,260,approved,merger
$3.1 billion,CD,True,I-EARNINGS,85,of,
between,IN,False,I-MERGER,338,merger,Morgan Stanley
Tesla,NNP,False,I-MERGER,353,with,
with,IN,False,I-MERGER,750,merger,Netflix
of,IN,False,I-EARNINGS,765,earnings,$3.1 billion
in,DT,False,O,537,,
by,DT,False,O,40,,
to,IN,False,I-ACQUISITION,926,talks,acquire
$3.1 billion,CD,True,I-STOCK,543,fell,
on,DT,False,O,733,,
or,DT,False,O,382,,
acquire,IN,False,I-ACQUISITION,675,to,Google
of,IN,False,I-EARNINGS,282,earnings,$3.1 billion
Microsoft,NNP,False,I-ACQUISITION,9,of,
reported,VBD,False,I-EARNINGS,806,Adobe,quarterly
Intel,NNP,False,I-MERGER,406,between,
reported,VBD,False,I-EARNINGS,299,IBM,quarterly
Morgan Stanley,NNP,False,B-EARNINGS,155,,announced
released,IN,False,I-EARNINGS,592,Google,its
$1.3 billion,CD,True,I-EARNINGS,747,showing,
PayPal,NNP,False,B-ACQUISITION,870,,acquired
$5.2 billion,CD,True,I-EARNINGS,418,by,
price,IN,False,I-STOCK,767,stock,fell
and,DT,False,O,812,,
for,DT,False,O,87,,
and,DT,False,O,993,,
is,IN,False,I-MERGER,492,Adobe,in
with,IN,False,I-MERGER,324,negotiations,Citigroup
with,IN,False,I-MERGER,791,talks,Morgan Stanley
and,DT,False,O,946,,
on,DT,False,O,965,,
on,DT,False,O,401,,
Intel,NNP,False,I-ACQUISITION,671,acquire,
with,DT,False,O,654,,
on,DT,False,O,851,,
at,DT,False,O,835,,
talks,IN,False,I-ACQUISITION,645,in,to
talks,IN,False,I-MERGER,986,merger,with
$450 million,CD,True,I-STOCK,713,dropped,
price,IN,False,I-STOCK,777,stock,fell
merger,IN,False,I-MERGER,321,a,with
plans,IN,False,I-ACQUISITION,569,announced,to
Morgan Stanley,NNP,False,B-EARNINGS,160,,announced
beat,IN,False,I-EARNINGS,596,IBM,earnings
to,IN,False,I-ACQUISITION,938,talks,acquire
or,DT,False,O,786,,
revenue,IN,False,I-EARNINGS,831,annual,of
and,DT,False,O,847,,
$5.2 billion,CD,True,I-STOCK,939,by,
Adobe,NNP,False,B-MERGER,427,,confirmed
price,IN,False,I-STOCK,615,stock,fell
Tesla,NNP,False,B-STOCK,241,,shares
Morgan Stanley,NNP,False,B-EARNINGS,703,,released
Bank of America,NNP,False,I-ACQUISITION,846,acquire,
of,IN,False,I-EARNINGS,134,earnings,$15.7 billion
shares,IN,False,I-STOCK,638,Bank of America,declined
with,DT,False,O,941,,
announced,VBD,False,I-EARNINGS,581,Intel,annual
announced,VBD,False,I-ACQUISITION,220,Facebook,plans
talks,IN,False,I-MERGER,417,merger,with
fell,IN,False,I-STOCK,667,price,$750 million
the,DT,False,O,638,,
Google,NNP,False,B-EARNINGS,126,,beat
$5.2 billion,CD,True,I-STOCK,697,surged,
Google,NNP,False,I-MERGER,607,with,
expectations,IN,False,I-EARNINGS,18,earnings,with
at,DT,False,O,97,,
of,IN,False,I-ACQUISITION,692,acquisition,Citigroup
expectations,IN,False,I-EARNINGS,654,earnings,with
merger,IN,False,I-MERGER,640,in,talks
ongoing,IN,False,I-MERGER,969,confirmed,merger
Tesla,NNP,False,B-MERGER,93,,confirmed
by,DT,False,O,524,,
the,DT,False,O,683,,
of,IN,False,I-ACQUISITION,623,acquisition,IBM
$750 million,CD,True,I-EARNINGS,954,showing,
by,DT,False,O,211,,
or,DT,False,O,158,,
its,IN,False,I-MERGER,487,completed,merger
Morgan Stanley,NNP,False,B-STOCK,772,,shares
on,DT,False,O,697,,
announced,VBD,False,I-MERGER,433,Intel,a
or,DT,False,O,115,,
the,IN,False,I-ACQUISITION,333,completed,acquisition
PayPal,NNP,False,I-MERGER,830,with,
the,DT,False,O,310,,
merger,IN,False,I-MERGER,913,in,talks
at,DT,False,O,925,,
for,DT,False,O,887,,
with,IN,False,I-MERGER,732,merger,Intel
revenue,IN,False,I-EARNINGS,597,annual,of
its,IN,False,I-EARNINGS,829,released,Q4
on,DT,False,O,490,,
or,DT,False,O,737,,
in,DT,False,O,738,,
acquire,IN,False,I-ACQUISITION,926,to,JPMorgan
on,DT,False,O,501,,
Microsoft,NNP,False,B-EARNINGS,736,,announced
$15.7 billion,CD,True,I-EARNINGS,542,of,
by,DT,False,O,168,,
annual,IN,False,I-EARNINGS,492,announced,revenue
stock,IN,False,I-STOCK,766,Oracle,price
on,DT,False,O,405,,
shares,IN,False,I-STOCK,482,Citigroup,dropped
Salesforce,NNP,False,B-MERGER,995,,is
Goldman Sachs,NNP,False,B-MERGER,154,,is
by,DT,False,O,276,,
$15.7 billion,CD,True,I-EARNINGS,55,showing,
shares,IN,False,I-STOCK,43,Goldman Sachs,dropped
for,DT,False,O,950,,
Google,NNP,False,B-MERGER,799,,is
with,IN,False,I-MERGER,95,merger,Amazon
dropped,IN,False,I-STOCK,713,shares,$450 million
with,DT,False,O,752,,
quarterly,IN,False,I-EARNINGS,465,reported,earnings
by,DT,False,O,152,,
and,DT,False,O,637,,
with,DT,False,O,230,,
$450 million,CD,True,I-EARNINGS,621,showing,
Google,NNP,False,B-MERGER,497,,is
in,DT,False,O,621,,
$980 million,CD,True,I-STOCK,214,by,
reported,VBD,False,I-EARNINGS,75,Intel,quarterly
Apple,NNP,False,B-STOCK,860,,stock
with,DT,False,O,890,,
$750 million,CD,True,I-EARNINGS,479,by,
expectations,IN,False,I-EARNINGS,828,earnings,with
$3.1 billion,CD,True,I-EARNINGS,198,by,
between,IN,False,I-MERGER,252,merger,Netflix
with,IN,False,I-MERGER,606,merger,Visa
confirmed,IN,False,I-MERGER,276,IBM,ongoing
at,DT,False,O,467,,
Adobe,NNP,False,I-ACQUISITION,953,acquired,
or,DT,False,O,608,,
Facebook,NNP,False,I-MERGER,12,with,
at,DT,False,O,302,,
with,IN,False,I-MERGER,40,merger,Morgan Stanley
successfully,IN,False,I-ACQUISITION,272,IBM,purchased
acquisition,IN,False,I-ACQUISITION,250,the,of
Citigroup,NNP,False,B-EARNINGS,747,,released
of,IN,False,I-EARNINGS,115,revenue,$980 million
beat,IN,False,I-EARNINGS,348,IBM,earnings
Amazon,NNP,False,B-MERGER,393,,completed
or,DT,False,O,906,,
Netflix,NNP,False,B-STOCK,331,,stock
announced,VBD,False,I-MERGER,183,Visa,a
$750 million,CD,True,I-EARNINGS,850,of,
the,DT,False,O,155,,
Microsoft,NNP,False,B-MERGER,785,,announced
earnings,IN,False,I-EARNINGS,881,quarterly,of
in,DT,False,O,656,,
Oracle,NNP,False,B-EARNINGS,566,,missed
at,DT,False,O,471,,
Morgan Stanley,NNP,False,I-MERGER,338,between,
Morgan Stanley,NNP,False,B-ACQUISITION,121,,successfully
or,DT,False,O,36,,
successfully,IN,False,I-ACQUISITION,590,Amazon,purchased
or,DT,False,O,810,,
Citigroup,NNP,False,I-ACQUISITION,61,acquired,
the,DT,False,O,353,,
PayPal,NNP,False,I-ACQUISITION,758,acquired,
with,DT,False,O,800,,
Google,NNP,False,I-MERGER,868,with,
surged,IN,False,I-STOCK,516,stock,$15.7 billion
acquired,VBD,False,I-ACQUISITION,836,Morgan Stanley,Oracle
JPMorgan,NNP,False,B-STOCK,713,,stock
earnings,IN,False,I-EARNINGS,951,beat,expectations
Facebook,NNP,False,I-ACQUISITION,655,acquire,
at,DT,False,O,365,,
on,DT,False,O,907,,
for,DT,False,O,484,,
in,IN,False,I-MERGER,458,is,merger
in,DT,False,O,807,,
the,DT,False,O,958,,
the,DT,False,O,260,,
$450 million,CD,True,I-STOCK,404,by,
on,DT,False,O,998,,
approved,IN,False,I-MERGER,575,Bank of America,the
shares,IN,False,I-STOCK,367,Morgan Stanley,dropped
shares,IN,False,I-STOCK,300,Intel,declined
with,DT,False,O,331,,
Adobe,NNP,False,I-ACQUISITION,342,acquire,
on,DT,False,O,854,,
Tesla,NNP,False,B-MERGER,999,,is
with,IN,False,I-MERGER,824,merger,Bank of America
PayPal,NNP,False,B-MERGER,156,,announced
the,DT,False,O,239,,
or,DT,False,O,358,,
estimates,IN,False,I-EARNINGS,888,earnings,by
surged,IN,False,I-STOCK,498,stock,$750 million
talks,IN,False,I-ACQUISITION,682,in,to
by,DT,False,O,699,,
the,DT,False,O,101,,
PayPal,NNP,False,B-ACQUISITION,226,,is
